order_id,order_date,order_priority,shipping_cost
ES-2017-CC12685139-42835,4/10/2017 0:00,Critical,69.56
ES-2014-DM1301564-41718,3/20/2014 0:00,Critical,69.39
ES-2017-AG1033048-42944,7/28/2017 0:00,Critical,69.34
IN-2014-AH1019558-41993,12/20/2014 0:00,Critical,68.59
IN-2015-CG1252058-42232,8/16/2015 0:00,Critical,68.55
CA-2015-HR14830140-42360,12/22/2015 0:00,Critical,68.23
IN-2016-PS1876058-42528,6/7/2016 0:00,Critical,67.89
EG-2017-MM792038-43017,10/9/2017 0:00,Critical,67.7
IN-2016-DR1288027-42497,5/7/2016 0:00,Critical,67.55
CA-2016-RB19360140-42462,4/2/2016 0:00,Critical,67.52
IN-2015-JH1618058-42338,11/30/2015 0:00,Critical,66.98
CA-2016-TT21220140-42679,11/5/2016 0:00,Critical,66.57
IN-2015-CR125807-42337,11/29/2015 0:00,Critical,66.31
ID-2015-TB2128059-42287,10/10/2015 0:00,Critical,66.28
ES-2015-RD19585139-42245,8/29/2015 0:00,Critical,66.24
ES-2017-RR1952548-43008,9/30/2017 0:00,Critical,65.82
CA-2014-TB21520140-41932,10/20/2014 0:00,Critical,65.76
CA-2016-TB21055140-42539,6/18/2016 0:00,Critical,65.72
CA-2017-AW10840140-43080,12/11/2017 0:00,Critical,65.52
CA-2017-DM352523-42777,2/11/2017 0:00,Critical,65.35
ES-2015-JS1588045-42298,10/21/2015 0:00,Critical,65.33
ES-2016-BM1157545-42683,11/9/2016 0:00,Critical,65.01
ES-2017-JK1532545-42910,6/24/2017 0:00,Critical,64.33
IN-2014-BM1178592-41719,3/21/2014 0:00,Critical,64.1
ES-2015-VB2174545-42276,9/29/2015 0:00,Critical,63.42
ES-2015-CD11920120-42149,5/25/2015 0:00,Critical,63.4
CA-2014-SB20185140-41901,9/19/2014 0:00,Critical,63.39
CA-2016-TW21025140-42443,3/14/2016 0:00,Critical,63.1
CA-2017-MC17605140-42865,5/10/2017 0:00,Critical,63.05
IN-2014-AM10705130-41881,8/30/2014 0:00,Critical,62.81
CA-2015-LF17185140-42068,3/5/2015 0:00,Critical,62.5
IN-2016-TC2147558-42484,4/24/2016 0:00,Critical,62
CA-2014-EH14005140-41979,12/6/2014 0:00,Critical,61.23
CA-2015-KN16390140-42287,10/10/2015 0:00,Critical,61.14
ES-2016-FA1423064-42467,4/7/2016 0:00,Critical,61.02
CA-2016-NS18505140-42699,11/25/2016 0:00,Critical,60.68
IN-2015-MH174407-42155,5/31/2015 0:00,Critical,60.52
ID-2017-RF19345102-42980,9/2/2017 0:00,Critical,59.77
ID-2015-AA1064559-42007,1/3/2015 0:00,Critical,59.62
ES-2014-LS17230139-41964,11/21/2014 0:00,Critical,59.59
CA-2016-JG15160140-42710,12/6/2016 0:00,Critical,59.44
IN-2014-FO1430578-41680,2/10/2014 0:00,Critical,59.42
ES-2014-HP14815139-41722,3/24/2014 0:00,Critical,59.36
AL-2016-GA45152-42480,4/20/2016 0:00,Critical,59.24
AL-2016-GA45152-42480,4/20/2016 0:00,Critical,59.24
CA-2017-FH14275140-42989,9/11/2017 0:00,Critical,59.01
EG-2017-DJ363038-42847,4/22/2017 0:00,Critical,58.74
ID-2016-TB2125059-42704,11/30/2016 0:00,Critical,58.32
IN-2014-BE1145527-41936,10/24/2014 0:00,Critical,58.27
ES-2014-MA1756064-41658,1/19/2014 0:00,Critical,58.25
ES-2017-PR1888045-42874,5/19/2017 0:00,Critical,58.24
IN-2015-CC12670144-42323,11/15/2015 0:00,Critical,58.15
CA-2014-GW14605140-41846,7/26/2014 0:00,Critical,57.93
CA-2014-LL16840140-41862,8/11/2014 0:00,Critical,57.56
IN-2015-CC124307-42041,2/6/2015 0:00,Critical,57.5
ES-2017-JK1537045-42846,4/21/2017 0:00,Critical,57.36
IN-2014-PO1886511-41671,2/1/2014 0:00,Critical,57.3
CA-2016-MS17710140-42517,5/27/2016 0:00,Critical,57.01
CG-2017-JM586533-43030,10/22/2017 0:00,Critical,56.99
CA-2015-CA12775140-42349,12/11/2015 0:00,Critical,56.3
CA-2016-EH13765140-42443,3/14/2016 0:00,Critical,56.09
CA-2015-JE15715140-42300,10/23/2015 0:00,Critical,55.3
ES-2014-GT1475564-41861,8/10/2014 0:00,Critical,55.26
CA-2014-AH10030140-41750,4/21/2014 0:00,Critical,55.2
CA-2014-AH10030140-41750,4/21/2014 0:00,Critical,55.2
ES-2017-EN1378045-42876,5/21/2017 0:00,Critical,55.15
ES-2016-PJ1883564-42423,2/23/2016 0:00,Critical,55.02
ID-2016-KC1654092-42645,10/2/2016 0:00,Critical,55.01
IN-2016-CS121757-42710,12/6/2016 0:00,Critical,54.67
IN-2016-EB139307-42434,3/5/2016 0:00,Critical,54.67
ES-2015-RD1972048-42359,12/21/2015 0:00,Critical,54.4
ES-2015-DL13495139-42155,5/31/2015 0:00,Critical,53.98
CA-2017-RB970523-42951,8/4/2017 0:00,Critical,53.9
AO-2014-DK31504-41671,2/1/2014 0:00,Critical,53.08
AO-2014-DK31504-41671,2/1/2014 0:00,Critical,53.08
ES-2016-PV1898545-42696,11/22/2016 0:00,Critical,52.68
IN-2015-PR1888027-42160,6/5/2015 0:00,Critical,52.64
ES-2014-CM1181564-41978,12/5/2014 0:00,Critical,52.42
CA-2016-EH14125140-42515,5/25/2016 0:00,Critical,52.33
IN-2014-MS1736527-41792,6/2/2014 0:00,Critical,52.31
ES-2016-TB21280139-42547,6/26/2016 0:00,Critical,52.2
ID-2014-LH1715559-41834,7/14/2014 0:00,Critical,52.16
ES-2016-AA10315139-42632,9/19/2016 0:00,Critical,51.79
ES-2014-CL1256548-41679,2/9/2014 0:00,Critical,51.62
CG-2017-MH778533-43023,10/15/2017 0:00,Critical,51.13
IN-2014-AW1084097-41958,11/15/2014 0:00,Critical,50.75
IN-2016-GW146057-42564,7/13/2016 0:00,Critical,50.67
AG-2016-RB96453-42625,9/12/2016 0:00,Critical,50.56
AG-2016-RB96453-42625,9/12/2016 0:00,Critical,50.56
IN-2016-AD1018027-42632,9/19/2016 0:00,Critical,50.42
CA-2017-EH14005140-43001,9/23/2017 0:00,Critical,50.32
ES-2016-PO18850120-42524,6/3/2016 0:00,Critical,50.1
IN-2014-SB2017027-41883,9/1/2014 0:00,Critical,50.04
IN-2016-BD1172592-42408,2/8/2016 0:00,Critical,49.2
CM-2016-AJ96022-42689,11/15/2016 0:00,Critical,49.11
ID-2015-SC200507-42148,5/24/2015 0:00,Critical,49
ES-2015-PO1885064-42138,5/14/2015 0:00,Critical,48.6
ES-2014-SC20695139-41799,6/9/2014 0:00,Critical,48.57
CA-2016-RW19630140-42702,11/28/2016 0:00,Critical,48.49
EZ-2017-JC610532-42928,7/12/2017 0:00,Critical,48.35
ES-2017-JH1543048-42797,3/3/2017 0:00,Critical,48.08
ES-2016-RF1934545-42618,9/5/2016 0:00,Critical,47.81
CA-2017-RA19945140-43039,10/31/2017 0:00,Critical,47.46
ES-2015-FM14380139-42365,12/27/2015 0:00,Critical,47.39
CA-2014-TT21070140-41776,5/17/2014 0:00,Critical,47.02
CA-2016-SC20770140-42534,6/13/2016 0:00,Critical,46.81
IN-2016-SP2062058-42513,5/23/2016 0:00,Critical,46.65
ES-2017-KM1666048-42932,7/16/2017 0:00,Critical,46.45
BO-2016-HW493513-42568,7/17/2016 0:00,Critical,46.39
BO-2016-HW493513-42568,7/17/2016 0:00,Critical,46.39
ES-2017-CM12715139-42913,6/27/2017 0:00,Critical,46.3
CA-2016-CC12370140-42598,8/16/2016 0:00,Critical,46
EG-2016-MK816038-42442,3/13/2016 0:00,Critical,45.87
CA-2014-EH13990140-41655,1/16/2014 0:00,Critical,45.24
IN-2016-CC1247527-42493,5/3/2016 0:00,Critical,45.18
IN-2015-AS10240102-42224,8/8/2015 0:00,Critical,45.17
CA-2015-AA10375140-42037,2/2/2015 0:00,Critical,45.16
CA-2017-SZ20035140-42925,7/9/2017 0:00,Critical,44.85
ID-2014-ML1826559-41987,12/14/2014 0:00,Critical,44.61
ID-2014-SP2065027-41671,2/1/2014 0:00,Critical,44.36
CA-2016-DM13015140-42619,9/6/2016 0:00,Critical,44.15
CA-2016-DB12970140-42576,7/25/2016 0:00,Critical,44.07
ES-2014-CM1183048-41883,9/1/2014 0:00,Critical,43.89
EG-2017-ST1053038-42897,6/11/2017 0:00,Critical,43.57
CA-2015-KB16240140-42315,11/7/2015 0:00,Critical,43.43
IN-2014-SN2056058-41862,8/11/2014 0:00,Critical,43.1
CA-2016-AH10075140-42548,6/27/2016 0:00,Critical,43.08
CA-2016-AS10045140-42639,9/26/2016 0:00,Critical,43.01
ES-2016-BD1150096-42612,8/30/2016 0:00,Critical,42.63
IN-2014-AR1054027-41972,11/29/2014 0:00,Critical,42.34
ES-2017-JH1618045-42839,4/14/2017 0:00,Critical,42.21
CA-2017-GA14515140-42911,6/25/2017 0:00,Critical,42.07
ES-2015-KH1633064-42028,1/24/2015 0:00,Critical,42.07
IN-2015-HG1484558-42163,6/8/2015 0:00,Critical,41.98
CG-2014-JD589533-41862,8/11/2014 0:00,Critical,41.86
AG-2017-CR28203-42882,5/27/2017 0:00,Critical,41.85
AG-2017-CR28203-42882,5/27/2017 0:00,Critical,41.85
ID-2016-AB101657-42666,10/23/2016 0:00,Critical,41.81
CA-2015-NS18640140-42072,3/9/2015 0:00,Critical,41.35
ID-2015-ZC2191059-42240,8/24/2015 0:00,Critical,41.28
CA-2016-RC19825140-42542,6/21/2016 0:00,Critical,41.18
ES-2016-RB19465139-42441,3/12/2016 0:00,Critical,40.92
CA-2016-RC19825140-42384,1/15/2016 0:00,Critical,40.89
ES-2016-KS1630048-42694,11/20/2016 0:00,Critical,40.38
IN-2016-AS10135144-42395,1/26/2016 0:00,Critical,40.29
CA-2016-SC20725140-42534,6/13/2016 0:00,Critical,40.25
CA-2016-MS17530140-42666,10/23/2016 0:00,Critical,40.23
ES-2017-FW1439548-42780,2/14/2017 0:00,Critical,40.09
IN-2014-MA175607-41898,9/16/2014 0:00,Critical,40.03
CA-2017-DO13645140-43002,9/24/2017 0:00,Critical,39.89
ES-2016-MC17635120-42576,7/25/2016 0:00,Critical,39.58
CA-2014-NB858023-41816,6/26/2014 0:00,Critical,39.56
BU-2016-CM265519-42462,4/2/2016 0:00,Critical,38.95
BU-2016-CM265519-42462,4/2/2016 0:00,Critical,38.95
CA-2016-AO10810140-42599,8/17/2016 0:00,Critical,38.72
ES-2015-SG2047045-42013,1/9/2015 0:00,Critical,38.65
CA-2016-LA16780140-42699,11/25/2016 0:00,Critical,38.57
ES-2016-CK1232564-42609,8/27/2016 0:00,Critical,38.47
CA-2017-KN16390140-43047,11/8/2017 0:00,Critical,38.37
IN-2014-AS10045113-41954,11/11/2014 0:00,Critical,38.36
CA-2014-VG21790140-41966,11/23/2014 0:00,Critical,38.26
CA-2017-DK12835140-42850,4/25/2017 0:00,Critical,37.94
CA-2016-EA14035140-42421,2/21/2016 0:00,Critical,37.49
IN-2016-CL1256527-42731,12/27/2016 0:00,Critical,37.47
ES-2017-KA1652545-42815,3/21/2017 0:00,Critical,37.35
ES-2016-BS1180045-42562,7/11/2016 0:00,Critical,37.31
ES-2015-LW1712548-42213,7/28/2015 0:00,Critical,37.18
ES-2017-VM2183548-42786,2/20/2017 0:00,Critical,37.11
IN-2016-DP131657-42511,5/21/2016 0:00,Critical,37.11
ID-2015-KH166307-42336,11/28/2015 0:00,Critical,36.82
ES-2015-AJ1094545-42259,9/12/2015 0:00,Critical,36.59
CA-2014-DL13315140-41656,1/17/2014 0:00,Critical,36.4
CA-2014-DL13315140-41656,1/17/2014 0:00,Critical,36.4
IN-2014-AH105851-41973,11/30/2014 0:00,Critical,36.24
IN-2016-LE1681058-42629,9/16/2016 0:00,Critical,35.98
ES-2016-JB1600048-42587,8/5/2016 0:00,Critical,35.5
ES-2017-MG17875139-42989,9/11/2017 0:00,Critical,35.31
CA-2014-JE15745140-41811,6/21/2014 0:00,Critical,35.16
IN-2016-MP18175144-42440,3/11/2016 0:00,Critical,35.14
IN-2016-BM1178592-42694,11/20/2016 0:00,Critical,35.01
EG-2016-SF1096538-42522,6/1/2016 0:00,Critical,34.96
ES-2014-GB1457548-41999,12/26/2014 0:00,Critical,34.83
CG-2015-SE1011033-42174,6/19/2015 0:00,Critical,34.79
CA-2014-KE16420140-41823,7/3/2014 0:00,Critical,34.66
IN-2016-JG1516058-42469,4/9/2016 0:00,Critical,34.51
ES-2017-SV20935139-43100,12/31/2017 0:00,Critical,34.47
ES-2015-JJ15760120-42234,8/18/2015 0:00,Critical,34.37
ES-2017-FH1436548-43088,12/19/2017 0:00,Critical,34.25
CG-2014-DM352533-41949,11/6/2014 0:00,Critical,34.16
CA-2015-BP115523-42125,5/1/2015 0:00,Critical,33.91
CA-2016-JG15310140-42573,7/22/2016 0:00,Critical,33.71
IN-2016-ND18460102-42528,6/7/2016 0:00,Critical,33.65
ES-2016-ME1801048-42433,3/4/2016 0:00,Critical,33.49
IN-2016-LC169307-42732,12/28/2016 0:00,Critical,33.22
ES-2017-LC1693014-42998,9/20/2017 0:00,Critical,33.02
CA-2014-TN21040140-41921,10/9/2014 0:00,Critical,32.74
CA-2017-RD19810140-43039,10/31/2017 0:00,Critical,32.62
CG-2017-JR621033-42954,8/7/2017 0:00,Critical,32.59
CA-2014-RD966023-41726,3/28/2014 0:00,Critical,32.46
CA-2016-NF18385140-42601,8/19/2016 0:00,Critical,32.42
ES-2016-LA1678091-42699,11/25/2016 0:00,Critical,32.36
ID-2016-PC1900059-42706,12/2/2016 0:00,Critical,32.28
ID-2017-FH1436559-43001,9/23/2017 0:00,Critical,32.21
ES-2014-CC1261048-41848,7/28/2014 0:00,Critical,32.17
ES-2016-SB2018564-42540,6/19/2016 0:00,Critical,32.17
ES-2014-AB1001564-41718,3/20/2014 0:00,Critical,31.94
ES-2016-CP12340120-42629,9/16/2016 0:00,Critical,31.81
IN-2015-PF1916559-42148,5/24/2015 0:00,Critical,31.75
ES-2014-EP1391548-41850,7/30/2014 0:00,Critical,31.71
ES-2016-DV1346564-42692,11/18/2016 0:00,Critical,31.4
ES-2017-AR1034544-43032,10/24/2017 0:00,Critical,31.36
IN-2015-RD1972066-42227,8/11/2015 0:00,Critical,31.29
CA-2015-KL16645140-42313,11/5/2015 0:00,Critical,31.08
CA-2015-SG20470140-42184,6/29/2015 0:00,Critical,30.94
CA-2015-KB16585140-42322,11/14/2015 0:00,Critical,30.93
ID-2016-GM14500144-42622,9/9/2016 0:00,Critical,30.88
IN-2016-MF1766566-42680,11/6/2016 0:00,Critical,30.85
ES-2016-NP1870045-42735,12/31/2016 0:00,Critical,30.83
ES-2014-KA1652548-41711,3/13/2014 0:00,Critical,30.78
ID-2014-SD20485102-41914,10/2/2014 0:00,Critical,30.65
IN-2015-JP161357-42272,9/25/2015 0:00,Critical,30.54
EG-2017-DK283538-42993,9/15/2017 0:00,Critical,30.46
ES-2016-HW1493545-42589,8/7/2016 0:00,Critical,30.27
ID-2017-AS1009058-43047,11/8/2017 0:00,Critical,30.24
ES-2014-AF1088564-41894,9/12/2014 0:00,Critical,30.06
ES-2016-NP1868514-42534,6/13/2016 0:00,Critical,29.84
ES-2017-DM1334548-43064,11/25/2017 0:00,Critical,29.82
CA-2015-MC17275140-42076,3/13/2015 0:00,Critical,29.7
CA-2017-DW13540140-43002,9/24/2017 0:00,Critical,29.5
EZ-2017-VW1177532-42749,1/14/2017 0:00,Critical,29.27
ES-2017-FA14230120-42854,4/29/2017 0:00,Critical,29.12
CA-2016-CC12220140-42645,10/2/2016 0:00,Critical,29.05
ID-2017-KE164207-42790,2/24/2017 0:00,Critical,29.04
ES-2014-PM1894045-41875,8/24/2014 0:00,Critical,29
ES-2015-JO1514545-42089,3/26/2015 0:00,Critical,28.92
IN-2014-DF1313566-41696,2/26/2014 0:00,Critical,28.91
CA-2016-BE11335140-42384,1/15/2016 0:00,Critical,28.78
ES-2017-RD19585120-43075,12/6/2017 0:00,Critical,28.76
IN-2016-RP192707-42732,12/28/2016 0:00,Critical,28.69
ES-2017-SF20200139-42960,8/13/2017 0:00,Critical,28.67
CA-2017-JM16195140-42986,9/8/2017 0:00,Critical,28.56
ES-2017-RB1946548-42987,9/9/2017 0:00,Critical,28.53
ES-2017-SG20605120-42901,6/15/2017 0:00,Critical,28.52
GH-2017-DV346549-43074,12/5/2017 0:00,Critical,28.41
ES-2014-TB21520120-41765,5/6/2014 0:00,Critical,28.37
CA-2017-CS11845140-43009,10/1/2017 0:00,Critical,28.19
ES-2017-VM2183545-42956,8/9/2017 0:00,Critical,28.05
IN-2016-JL158357-42505,5/15/2016 0:00,Critical,27.87
CA-2017-TS21655140-42862,5/7/2017 0:00,Critical,27.79
ID-2014-SS208757-41661,1/22/2014 0:00,Critical,27.43
ES-2017-BG11740139-42744,1/9/2017 0:00,Critical,27.42
ID-2017-RM193757-43082,12/13/2017 0:00,Critical,27.41
EG-2017-JH543038-43018,10/10/2017 0:00,Critical,27.36
ES-2017-BE1141048-42955,8/8/2017 0:00,Critical,27.24
IN-2014-CD1198027-41925,10/13/2014 0:00,Critical,27.21
CA-2014-QJ19255140-41714,3/16/2014 0:00,Critical,27.1
IN-2016-EH1399059-42463,4/3/2016 0:00,Critical,27.03
ES-2014-RD1948064-42002,12/29/2014 0:00,Critical,26.97
CA-2017-NP18670140-43042,11/3/2017 0:00,Critical,26.81
AG-2015-PF91653-42338,11/30/2015 0:00,Critical,26.8
AG-2015-PF91653-42338,11/30/2015 0:00,Critical,26.8
IN-2015-JH1618058-42148,5/24/2015 0:00,Critical,26.79
IN-2015-TM2101058-42262,9/15/2015 0:00,Critical,26.61
CG-2016-DM334533-42672,10/29/2016 0:00,Critical,26.46
CA-2016-GG14650140-42702,11/28/2016 0:00,Critical,26.2
ES-2014-SC2057545-41901,9/19/2014 0:00,Critical,25.87
CA-2016-LS694523-42491,5/1/2016 0:00,Critical,25.73
CA-2016-VM21835140-42447,3/18/2016 0:00,Critical,25.63
IN-2014-LW16825113-41721,3/23/2014 0:00,Critical,25.58
ES-2016-SP2062064-42706,12/2/2016 0:00,Critical,25.38
IN-2016-TP21415130-42560,7/9/2016 0:00,Critical,25.36
IN-2014-MG1768058-41928,10/16/2014 0:00,Critical,25.34
IN-2016-AC1045058-42545,6/24/2016 0:00,Critical,25.3
CA-2016-AG10330140-42586,8/4/2016 0:00,Critical,25.22
IN-2014-TD2099558-41907,9/25/2014 0:00,Critical,25.14
CA-2015-MH17785140-42323,11/15/2015 0:00,Critical,25.13
IN-2015-KT164657-42351,12/13/2015 0:00,Critical,24.75
ES-2017-MM17920139-42827,4/2/2017 0:00,Critical,24.73
ES-2016-JC1534045-42720,12/16/2016 0:00,Critical,24.67
ES-2015-SO20335120-42348,12/10/2015 0:00,Critical,24.57
IN-2016-LP17095102-42497,5/7/2016 0:00,Critical,24.57
IN-2014-GM146807-41964,11/21/2014 0:00,Critical,24.38
IN-2015-Dl13600121-42351,12/13/2015 0:00,Critical,24.3
AG-2017-AM3603-42910,6/24/2017 0:00,Critical,24.16
AG-2017-AM3603-42910,6/24/2017 0:00,Critical,24.16
GG-2017-TH1111547-42847,4/22/2017 0:00,Critical,24.09
IN-2014-BF1102059-41988,12/15/2014 0:00,Critical,23.94
CA-2016-MO17500140-42648,10/5/2016 0:00,Critical,23.93
CA-2016-CS12490140-42676,11/2/2016 0:00,Critical,23.84
ES-2015-BM1157545-42255,9/8/2015 0:00,Critical,23.81
CA-2016-CC12220140-42458,3/29/2016 0:00,Critical,23.69
CA-2015-JD16150140-42335,11/27/2015 0:00,Critical,23.46
IN-2017-AM10360113-42914,6/28/2017 0:00,Critical,23.45
ES-2017-JC1538545-43046,11/7/2017 0:00,Critical,23.27
ES-2016-DL1349564-42489,4/29/2016 0:00,Critical,23.17
CA-2016-TT21265140-42694,11/20/2016 0:00,Critical,23.07
IN-2014-EH1399011-41782,5/23/2014 0:00,Critical,22.99
CA-2014-AG10270140-41842,7/22/2014 0:00,Critical,22.93
CA-2014-AG10270140-41842,7/22/2014 0:00,Critical,22.93
ES-2016-DB1361548-42523,6/2/2016 0:00,Critical,22.67
IN-2016-CM123857-42724,12/20/2016 0:00,Critical,22.67
CA-2015-PS18970140-42338,11/30/2015 0:00,Critical,22.47
ID-2014-RP1927059-41850,7/30/2014 0:00,Critical,22.47
CA-2014-KH16360140-41779,5/20/2014 0:00,Critical,22.28
CA-2017-TS21610140-43022,10/14/2017 0:00,Critical,22.16
ES-2014-JM1526545-41806,6/16/2014 0:00,Critical,22.15
ID-2017-CB120257-42924,7/8/2017 0:00,Critical,22.15
IN-2015-CR1262527-42282,10/5/2015 0:00,Critical,22.12
ES-2016-MD1735045-42706,12/2/2016 0:00,Critical,21.99
ES-2017-ST20530120-42812,3/18/2017 0:00,Critical,21.99
IN-2017-AM1036011-43085,12/16/2017 0:00,Critical,21.97
EG-2017-JD589538-42897,6/11/2017 0:00,Critical,21.86
ES-2017-MP1796562-42812,3/18/2017 0:00,Critical,21.79
IN-2014-HD147857-41895,9/13/2014 0:00,Critical,21.6
IN-2016-CC1268559-42650,10/7/2016 0:00,Critical,21.53
ES-2017-AR1082545-42888,6/2/2017 0:00,Critical,21.45
CA-2015-TP21565140-42064,3/1/2015 0:00,Critical,21.36
ES-2016-TD2099548-42489,4/29/2016 0:00,Critical,21.31
IN-2014-RS194201-41867,8/16/2014 0:00,Critical,21.21
ID-2014-MC1810059-41654,1/15/2014 0:00,Critical,21.15
ES-2017-TG2131048-42816,3/22/2017 0:00,Critical,21.11
CM-2015-PF922522-42009,1/5/2015 0:00,Critical,21.1
CA-2016-CM12235140-42492,5/2/2016 0:00,Critical,20.57
IN-2016-MC1763566-42654,10/11/2016 0:00,Critical,20.56
CA-2017-VG21790140-42925,7/9/2017 0:00,Critical,20.54
ES-2017-TC21295139-42969,8/22/2017 0:00,Critical,20.37
ES-2017-EH1418548-42856,5/1/2017 0:00,Critical,20.21
CA-2016-VM21685140-42622,9/9/2016 0:00,Critical,20.16
IN-2015-RD19660102-42033,1/29/2015 0:00,Critical,20.11
ES-2016-SC2077048-42647,10/4/2016 0:00,Critical,19.97
IN-2016-AH1003059-42415,2/15/2016 0:00,Critical,19.96
ES-2015-CS1195048-42197,7/12/2015 0:00,Critical,19.79
CA-2016-JK16120140-42696,11/22/2016 0:00,Critical,19.74
ES-2016-ST2053048-42372,1/3/2016 0:00,Critical,19.67
BU-2017-DP310519-42924,7/8/2017 0:00,Critical,19.59
BU-2017-DP310519-42924,7/8/2017 0:00,Critical,19.59
IN-2014-PF1912027-41713,3/15/2014 0:00,Critical,19.58
CA-2017-PN18775140-43049,11/10/2017 0:00,Critical,19.49
IN-2015-KN163907-42369,12/31/2015 0:00,Critical,19.39
ES-2017-ME18010120-42944,7/28/2017 0:00,Critical,19.28
ID-2016-SC2030588-42549,6/28/2016 0:00,Critical,19.23
CA-2017-BD11635140-43091,12/22/2017 0:00,Critical,19.15
CA-2014-TH21550140-41733,4/4/2014 0:00,Critical,19.06
ID-2016-DW131957-42634,9/21/2016 0:00,Critical,19.05
ES-2015-DB1340564-42330,11/22/2015 0:00,Critical,19.02
ES-2016-JP16135120-42723,12/19/2016 0:00,Critical,18.9
CA-2017-NP18325140-43075,12/6/2017 0:00,Critical,18.58
CA-2016-JF15565140-42591,8/9/2016 0:00,Critical,18.55
ID-2014-DK129857-41985,12/12/2014 0:00,Critical,18.51
CA-2015-CM12190140-42294,10/17/2015 0:00,Critical,18.46
CA-2014-EH13990140-41966,11/23/2014 0:00,Critical,18.43
ES-2017-LP17080120-43023,10/15/2017 0:00,Critical,18.43
ID-2015-BW1106597-42092,3/29/2015 0:00,Critical,18.38
ES-2014-MD17860120-41657,1/18/2014 0:00,Critical,18.36
ES-2017-MH1778545-43085,12/16/2017 0:00,Critical,17.93
CA-2016-DL13315140-42618,9/5/2016 0:00,Critical,17.92
ID-2017-BF109757-42974,8/27/2017 0:00,Critical,17.9
CA-2016-SE20110140-42402,2/2/2016 0:00,Critical,17.83
ES-2016-MG1768064-42527,6/6/2016 0:00,Critical,17.83
ID-2017-LS1697559-42828,4/3/2017 0:00,Critical,17.73
CA-2017-LF17185140-43078,12/9/2017 0:00,Critical,17.69
ID-2017-DK13150102-42933,7/17/2017 0:00,Critical,17.64
CA-2015-HG14965140-42275,9/28/2015 0:00,Critical,17.63
CA-2015-JE15715140-42055,2/20/2015 0:00,Critical,17.59
CA-2017-NS18640140-42841,4/16/2017 0:00,Critical,17.5
ES-2017-LO17170139-42897,6/11/2017 0:00,Critical,17.26
AG-2016-CP20853-42620,9/7/2016 0:00,Critical,17.18
AG-2016-CP20853-42620,9/7/2016 0:00,Critical,17.18
CA-2017-NS18640140-42926,7/10/2017 0:00,Critical,17.18
IN-2016-ML173957-42583,8/1/2016 0:00,Critical,17.18
ID-2017-TP2156597-42973,8/26/2017 0:00,Critical,16.89
ES-2015-RD1981048-42096,4/2/2015 0:00,Critical,16.76
ID-2014-TB2105558-41886,9/4/2014 0:00,Critical,16.72
CT-2014-TS1137024-41666,1/27/2014 0:00,Critical,16.59
IN-2015-EM142007-42244,8/28/2015 0:00,Critical,16.58
CA-2017-XP21865140-43057,11/18/2017 0:00,Critical,16.45
ES-2016-DM13015120-42587,8/5/2016 0:00,Critical,16.37
CA-2015-SS20140140-42274,9/27/2015 0:00,Critical,16.36
ES-2017-JL1550548-43070,12/1/2017 0:00,Critical,16.27
CA-2015-HD14785140-42330,11/22/2015 0:00,Critical,16.16
ES-2016-PB1880562-42597,8/15/2016 0:00,Critical,16.13
CA-2016-SC1077023-42459,3/30/2016 0:00,Critical,15.98
CA-2015-CB12535140-42005,1/1/2015 0:00,Critical,15.81
IN-2014-FW1439511-41753,4/24/2014 0:00,Critical,15.8
ES-2014-JP15520139-41862,8/11/2014 0:00,Critical,15.67
IN-2016-SR2074058-42528,6/7/2016 0:00,Critical,15.52
ES-2017-TP21415139-42982,9/4/2017 0:00,Critical,15.48
ES-2015-NC1862548-42085,3/22/2015 0:00,Critical,15.42
IN-2014-CK127607-41972,11/29/2014 0:00,Critical,15.4
ES-2015-SE20110139-42229,8/13/2015 0:00,Critical,15.39
ID-2014-CB1202599-41869,8/18/2014 0:00,Critical,15.25
ES-2017-PM1913514-42889,6/3/2017 0:00,Critical,15.2
CA-2017-DK12835140-42922,7/6/2017 0:00,Critical,15.03
ID-2017-PC187457-42876,5/21/2017 0:00,Critical,14.89
ES-2016-TT21070120-42534,6/13/2016 0:00,Critical,14.74
ID-2016-MS1783059-42499,5/9/2016 0:00,Critical,14.7
ES-2014-MH1745564-41946,11/3/2014 0:00,Critical,14.6
ES-2014-JC1577548-41925,10/13/2014 0:00,Critical,14.59
ES-2014-KB162408-41921,10/9/2014 0:00,Critical,14.5
IN-2015-JC157757-42244,8/28/2015 0:00,Critical,14.34
ES-2016-BD1163548-42625,9/12/2016 0:00,Critical,14.33
ES-2016-ST2053048-42386,1/17/2016 0:00,Critical,14.33
ES-2017-LW1721545-42825,3/31/2017 0:00,Critical,14.3
ES-2014-GA1451548-41853,8/2/2014 0:00,Critical,14.25
ID-2017-MK17905102-43037,10/29/2017 0:00,Critical,14.24
ES-2017-DK13375139-42813,3/19/2017 0:00,Critical,14.2
ES-2017-MC1727545-42929,7/13/2017 0:00,Critical,14.04
IN-2016-IL151007-42721,12/17/2016 0:00,Critical,13.92
ES-2015-HP14815120-42086,3/23/2015 0:00,Critical,13.91
ES-2017-CS1184548-43032,10/24/2017 0:00,Critical,13.9
IN-2016-AF1088527-42505,5/15/2016 0:00,Critical,13.78
CA-2017-CP12085140-43018,10/10/2017 0:00,Critical,13.75
IN-2014-MT1807058-41825,7/5/2014 0:00,Critical,13.61
